nta,violation_count,violation_lead,violation_mold,violation_pests,violation_heat,violation_health_total,violation_severity_score,violation_class_A,violation_class_B,violation_class_C,violation_class_I,complaint_count,problem_count,complaint_heat,complaint_mold,complaint_pests,complaint_lead,complaint_water,complaint_health_total,complaint_severity_score,nta_code,borough,building_count,violation_per_bldg,violation_health_per_bldg,complaint_per_bldg,complaint_health_per_bldg,violation_per_bldg_pctl,complaint_per_bldg_pctl,violation_health_per_bldg_pctl,complaint_health_per_bldg_pctl,asthma_rate_per_10k,lead_rate_per_1k,asthma_pctl,lead_pctl,total_units,pct_pre_1950,pct_pre_1978,avg_building_age,median_year_built,median_income,pct_white,pct_black,pct_hispanic,building_age_score,income_adjustment,complaint_health_adjusted,complaints_score_adjusted,asthma_match,asthma_match_score,lead_match,lead_match_score,violations_score,complaints_score,asthma_score,lead_score,housing_health_index,risk_tier,index_rank
Norwood,58928.0,3815.0,3459.0,12377.0,3024.0,19196.0,124186.0,12084.0,26466.0,19396.0,982.0,32292.0,50528.0,20866.0,2236.0,4063.0,4879.0,27477.0,38655.0,50528.0,BX0703,Bronx,517.0,113.98065764023212,37.129593810444874,62.460348162475825,74.7678916827853,91.0891089108911,95.04950495049503,92.07920792079209,94.55445544554456,599.7114785992217,16.6,96.4467005076142,76.75438596491229,15140.0,88.0,92.6,93.602,1926.0,48475.0,17.850477002349553,34.07937071923219,56.382618660742,82.91457286432161,0.8450025656272843,88.48244339623,95.0,Norwood,1.0,Norwood,1.0,92.07920792079209,95.0,96.44670050761421,76.75438596491229,90.46771765892946,Very High Risk,1
Fordham Heights,67483.0,3507.0,4093.0,13390.0,3538.0,20960.0,144635.0,12646.0,31358.0,22897.0,582.0,37738.0,61729.0,25619.0,3106.0,4382.0,6139.0,33612.0,47239.0,61729.0,BX0503,Bronx,385.0,175.28051948051947,54.44155844155844,98.02077922077922,122.6987012987013,99.009900990099,99.009900990099,99.009900990099,99.009900990099,495.0298701298702,14.9,90.35532994923858,67.32456140350878,10918.0,88.12664907651715,89.9736147757256,95.4353562005277,1923.0,48475.0,17.850477002349553,34.07937071923219,56.382618660742,71.85929648241206,0.8450025656272843,145.20512278872954,99.0,Fordham South,1.0,Fordham South,1.0,99.00990099009901,99.0,90.35532994923858,67.32456140350878,89.80865014564495,High Risk,2
Mount Hope,94363.0,5010.0,5569.0,20288.0,4963.0,30815.0,201509.0,17955.0,42746.0,32200.0,1462.0,37339.0,64836.0,20958.0,3440.0,6417.0,6775.0,31319.0,47951.0,64836.0,BX0502,Bronx,654.0,144.28593272171253,47.1177370030581,57.09327217125382,73.31957186544342,98.01980198019804,92.57425742574256,98.51485148514853,93.56435643564356,631.3802487198245,15.4,97.46192893401016,72.80701754385966,18463.0,82.53205128205127,85.8974358974359,93.24839743589745,1922.0,48475.0,17.850477002349553,34.07937071923219,56.382618660742,57.78894472361809,0.8450025656272843,86.76846065078504,94.5,Mount Hope,1.0,Mount Hope,1.0,98.51485148514851,94.5,97.46192893401016,72.80701754385966,89.37178833628734,High Risk,3
Concourse-Concourse Village,118505.0,5848.0,6554.0,25394.0,6106.0,38083.0,250850.0,23903.0,53171.0,39587.0,1844.0,50739.0,87502.0,29554.0,4223.0,8865.0,8865.0,42831.0,64784.0,87502.0,BX0401,Bronx,844.0,140.40876777251185,45.122037914691944,60.117298578199055,76.75829383886256,96.53465346534654,94.55445544554456,97.02970297029702,95.04950495049503,637.5326073428749,13.7,97.96954314720811,56.57894736842105,25282.0,83.97590361445783,85.54216867469879,91.40963855421688,1927.0,48475.0,17.850477002349553,34.07937071923219,56.382618660742,56.78391959798995,0.8450025656272843,90.83794175450976,95.5,East Concourse-Concourse Village,1.0,East Concourse-Concourse Village,1.0,97.02970297029702,95.5,97.96954314720813,56.57894736842105,86.74305358559289,High Risk,4
Bedford Park,78752.0,5359.0,4121.0,17592.0,4320.0,26351.0,165785.0,16499.0,34379.0,26327.0,1547.0,41170.0,66434.0,24374.0,2910.0,5766.0,6602.0,34384.0,49662.0,66434.0,BX0702,Bronx,777.0,101.35392535392536,33.91377091377091,52.985842985842986,63.915057915057915,90.0990099009901,91.5841584158416,90.5940594059406,91.5841584158416,538.0893187552565,17.9,91.87817258883248,81.14035087719299,22429.0,80.60686015831135,86.14775725593667,89.4802110817942,1925.0,48475.0,17.850477002349553,34.07937071923219,56.382618660742,58.79396984924623,0.8450025656272843,75.6388921347367,92.5,Bedford Park-Fordham North,0.75,Bedford Park-Fordham North,0.75,90.5940594059406,92.5,91.87817258883248,81.14035087719299,86.72930195605225,High Risk,5
Parkchester,17129.0,1349.0,1334.0,3188.0,868.0,5908.0,34926.0,3877.0,7745.0,5026.0,481.0,16932.0,21586.0,12001.0,987.0,1136.0,2054.0,14874.0,19051.0,21586.0,BX0904,Bronx,143.0,119.7832167832168,41.31468531468531,118.4055944055944,133.2237762237762,92.57425742574256,99.5049504950495,94.55445544554456,99.5049504950495,360.5360230547551,19.3,77.15736040609137,86.8421052631579,1623.0,77.03703703703704,80.0,85.43703703703704,1928.0,48475.0,17.850477002349553,34.07937071923219,56.382618660742,41.20603015075377,0.8450025656272843,157.6607949407563,99.5,Parkchester,1.0,Parkchester,1.0,94.55445544554455,99.5,77.15736040609137,86.8421052631579,85.8197275194307,High Risk,6
Flatbush,141596.0,7850.0,7805.0,29702.0,6210.0,43325.0,295354.0,30112.0,65378.0,44190.0,1916.0,49585.0,86418.0,26678.0,4150.0,9243.0,9173.0,40561.0,63127.0,86418.0,BK1401,Brooklyn,1037.0,136.54387656702025,41.77917068466731,47.81581485053037,60.87463837994214,96.03960396039604,90.5940594059406,95.04950495049503,90.5940594059406,190.3482479784367,32.8,55.0761421319797,96.71052631578948,24941.0,87.89370078740157,93.30708661417324,93.09350393700788,1930.5,75883.0,40.37452658997243,30.021067073878548,18.767145550039356,85.92964824120602,0.9665983064861458,62.97821749888888,90.0,Flatbush,1.0,Flatbush,1.0,95.04950495049505,90.0,55.0761421319797,96.71052631578947,85.12962368303347,High Risk,7
Kingsbridge-Marble Hill,22645.0,1453.0,1011.0,3979.0,1292.0,6506.0,47596.0,4458.0,10721.0,7115.0,351.0,13943.0,20320.0,9397.0,791.0,1202.0,1862.0,11940.0,15795.0,20320.0,BX0802,Bronx,169.0,133.9940828402367,38.49704142011834,82.50295857988165,93.46153846153848,94.55445544554456,97.02970297029702,92.57425742574256,97.52475247524752,403.3343936381709,15.5,82.48730964467005,73.68421052631578,7176.0,71.42857142857143,83.33333333333334,80.76190476190476,1928.5,48475.0,17.850477002349553,34.07937071923219,56.382618660742,47.98994974874372,0.8450025656272843,110.60503513638172,98.0,Kingsbridge Heights,1.0,Kingsbridge Heights,1.0,92.57425742574257,98.0,82.48730964467005,73.68421052631578,84.62136571047853,High Risk,8
Kingsbridge Heights-Van Cortlandt Village,42308.0,2086.0,2244.0,8235.0,2583.0,12988.0,89620.0,8251.0,19186.0,14063.0,808.0,23253.0,35910.0,14778.0,1590.0,2655.0,3269.0,19943.0,27457.0,35910.0,BX0801,Bronx,393.0,107.65394402035624,33.04834605597964,59.16793893129771,69.86513994910942,90.5940594059406,93.56435643564356,90.0990099009901,92.07920792079209,403.3343936381709,15.5,82.48730964467005,73.68421052631578,12557.0,76.15384615384615,85.64102564102564,85.25128205128205,1928.0,48475.0,17.850477002349553,34.07937071923219,56.382618660742,57.286432160804026,0.8450025656272843,82.680387955089,93.5,Kingsbridge Heights,1.0,Kingsbridge Heights,1.0,90.0990099009901,93.5,82.48730964467005,73.68421052631578,83.68343969425881,High Risk,9
Manhattanville-West Harlem,37260.0,1575.0,1866.0,7308.0,2208.0,11224.0,78361.0,7518.0,17657.0,11722.0,363.0,15440.0,26415.0,8353.0,1224.0,2671.0,2620.0,12581.0,19096.0,26415.0,MN0902,Manhattan,259.0,143.8610038610039,43.335907335907336,59.61389961389961,73.72972972972973,97.52475247524752,94.05940594059405,96.03960396039604,94.05940594059405,335.1798418972332,12.9,76.14213197969542,50.877192982456144,6239.0,94.84126984126983,94.84126984126983,110.30555555555556,1906.0,112969.0,51.369159385915786,13.978187639011406,26.08064400025865,89.44723618090453,1.089156951198049,67.69431131906988,91.0,Manhattanville,1.0,Manhattanville,1.0,96.03960396039604,91.0,76.14213197969542,50.877192982456144,83.36661014951677,High Risk,10
Crown Heights (South),78494.0,3849.0,3779.0,17256.0,3923.0,24777.0,162125.0,16666.0,36229.0,23701.0,1898.0,27936.0,45670.0,14927.0,2110.0,4615.0,4605.0,22279.0,33609.0,45670.0,BK0901,Brooklyn,812.0,96.66748768472908,30.513546798029555,34.40394088669951,41.39039408866995,89.60396039603961,87.62376237623762,89.60396039603961,88.11881188118812,205.7860681114551,28.5,57.61421319796954,95.83333333333334,16130.0,94.50686641697878,94.88139825218477,100.18851435705368,1923.0,75883.0,40.37452658997243,30.021067073878548,18.767145550039356,89.9497487437186,0.9665983064861458,42.82067722540873,86.0,Crown Heights South,1.0,Crown Heights South,1.0,89.60396039603961,86.0,57.61421319796954,95.83333333333334,83.27400563277766,High Risk,11
University Heights (North)-Fordham,73735.0,4849.0,4191.0,15663.0,4243.0,23978.0,156666.0,15074.0,32577.0,25177.0,907.0,36459.0,59804.0,22281.0,2753.0,4844.0,6189.0,30796.0,44582.0,59804.0,BX0701,Bronx,541.0,136.2939001848429,44.32162661737523,67.39186691312385,82.40665434380776,95.54455445544554,96.03960396039604,96.53465346534654,96.03960396039604,589.1738310090238,9.8,95.68527918781726,32.67543859649123,13929.0,83.26996197718631,85.93155893536122,92.92205323193916,1921.0,48475.0,17.850477002349553,34.07937071923219,56.382618660742,58.29145728643216,0.8450025656272843,97.52237176065084,96.5,University Heights-Morris Heights,1.0,University Heights-Morris Heights,1.0,96.53465346534654,96.5,95.68527918781726,32.67543859649123,82.95291339528431,High Risk,12
Belmont,75606.0,3327.0,4076.0,17194.0,4309.0,25369.0,159796.0,14645.0,33594.0,25298.0,2069.0,29452.0,51062.0,16548.0,2595.0,5643.0,4840.0,23931.0,37009.0,51062.0,BX0603,Bronx,915.0,82.62950819672132,27.72568306010929,32.1879781420765,40.44699453551912,88.61386138613861,87.12871287128714,88.61386138613861,87.12871287128714,516.3935483870968,17.9,90.86294416243656,81.14035087719299,12357.0,78.22222222222223,79.22222222222223,90.14888888888888,1920.0,48475.0,17.850477002349553,34.07937071923219,56.382618660742,38.69346733668342,0.8450025656272843,47.86612038922444,88.5,Belmont,1.0,Belmont,1.0,88.61386138613861,88.5,90.86294416243655,81.14035087719299,82.92214661357617,High Risk,13
West Farms,35839.0,1271.0,1894.0,8009.0,2332.0,12164.0,77055.0,6641.0,15940.0,12638.0,620.0,13796.0,23907.0,7560.0,1146.0,2958.0,2115.0,11233.0,17452.0,23907.0,BX0601,Bronx,297.0,120.67003367003367,40.956228956228955,46.45117845117845,58.76094276094276,93.06930693069307,90.0990099009901,94.05940594059405,90.0990099009901,453.1566188197767,17.5,87.30964467005076,78.94736842105263,8207.0,61.458333333333336,63.541666666666664,75.27083333333333,1930.5,48475.0,17.850477002349553,34.07937071923219,56.382618660742,13.5678391959799,0.8450025656272843,69.53936609331099,91.5,West Farms-Bronx River,1.0,West Farms-Bronx River,1.0,94.05940594059405,91.5,87.30964467005076,78.94736842105263,81.75363989894424,High Risk,14
East Flatbush-Erasmus,86912.0,3802.0,3880.0,21645.0,4379.0,29666.0,175831.0,18969.0,39087.0,24916.0,3940.0,29631.0,53278.0,15460.0,2515.0,6052.0,5424.0,24130.0,38121.0,53278.0,BK1701,Brooklyn,1407.0,61.77114427860697,21.084577114427866,21.05970149253731,27.093816631130064,83.66336633663366,77.72277227722772,83.66336633663366,78.71287128712872,390.8845108695652,24.8,78.68020304568529,94.2982456140351,16922.0,82.53968253968253,84.7041847041847,89.9011544011544,1930.0,75883.0,40.37452658997243,30.021067073878548,18.767145550039356,52.26130653266332,0.9665983064861458,28.03006838448087,80.0,Erasmus,1.0,Erasmus,1.0,83.66336633663366,80.0,78.68020304568529,94.2982456140351,80.20591800549876,High Risk,15
Highbridge,64344.0,2585.0,3524.0,13357.0,3579.0,20250.0,136105.0,12545.0,29443.0,21159.0,1197.0,39831.0,60346.0,20535.0,2176.0,5222.0,4801.0,28310.0,40509.0,60346.0,BX0402,Bronx,475.0,135.46105263157895,42.63157894736842,83.85473684210527,85.28210526315789,95.04950495049503,97.52475247524752,95.54455445544554,96.53465346534654,538.361260210035,12.1,92.63959390862944,46.49122807017544,11835.0,62.93103448275862,63.36206896551724,74.9978448275862,1928.0,48475.0,17.850477002349553,34.07937071923219,56.382618660742,13.06532663316583,0.8450025656272843,100.92526192491388,97.0,Highbridge,1.0,Highbridge,1.0,95.54455445544554,97.0,92.63959390862944,46.49122807017544,79.72150199220245,High Risk,16
Claremont Village-Claremont (East),17797.0,561.0,1126.0,3696.0,1254.0,6021.0,38031.0,3445.0,8000.0,6117.0,235.0,9963.0,16944.0,5914.0,855.0,1640.0,1483.0,8447.0,12425.0,16944.0,BX0302,Bronx,154.0,115.56493506493509,39.0974025974026,64.6948051948052,80.68181818181819,92.07920792079209,95.54455445544554,93.56435643564356,95.54455445544554,688.5567924528302,11.0,99.49238578680205,39.03508771929825,5184.0,63.758389261744966,65.77181208053692,76.87919463087249,1931.0,48475.0,17.850477002349553,34.07937071923219,56.382618660742,14.57286432160804,0.8450025656272843,95.48115173108896,96.0,Claremont-Bathgate,1.0,Claremont-Bathgate,1.0,93.56435643564357,96.0,99.49238578680203,39.03508771929825,79.28033367810902,High Risk,17
Hamilton Heights-Sugar Hill,85090.0,3765.0,3814.0,18125.0,5430.0,27197.0,175903.0,17832.0,38427.0,26193.0,2638.0,43314.0,68208.0,25646.0,2939.0,5931.0,6738.0,35324.0,50932.0,68208.0,MN0903,Manhattan,1125.0,75.63555555555556,24.17511111111111,38.501333333333335,45.272888888888886,87.12871287128714,89.10891089108911,86.13861386138613,89.10891089108911,283.5426799007444,13.0,72.08121827411168,51.53508771929825,20722.0,97.1996386630533,98.1029810298103,114.16350496838302,1910.0,112969.0,51.369159385915786,13.978187639011406,26.08064400025865,98.4924623115578,1.089156951198049,41.566909928903904,85.0,Hamilton Heights,1.0,Hamilton Heights,1.0,86.13861386138613,85.0,72.08121827411168,51.53508771929825,79.0873372022887,High Risk,18
Longwood,58758.0,1894.0,3086.0,14358.0,3781.0,20975.0,120448.0,13173.0,25070.0,18310.0,2205.0,23843.0,41967.0,12615.0,2281.0,4650.0,4208.0,19253.0,30392.0,41967.0,BX0202,Bronx,776.0,75.71907216494846,27.02963917525773,30.725515463917525,39.16494845360825,87.62376237623762,85.64356435643565,87.62376237623762,85.64356435643565,487.7600000000001,15.0,88.83248730964468,70.17543859649122,13570.0,74.17218543046357,74.3046357615894,89.23311258278146,1915.0,48475.0,17.850477002349553,34.07937071923219,56.382618660742,24.623115577889447,0.8450025656272843,46.34891069772588,87.0,Longwood,1.0,Longwood,1.0,87.62376237623762,87.0,88.83248730964468,70.17543859649122,78.79225352206286,High Risk,19
University Heights (South)-Morris Heights,78696.0,3330.0,4551.0,16894.0,4200.0,25442.0,166773.0,15651.0,35253.0,26412.0,1380.0,33344.0,58773.0,17100.0,3161.0,6415.0,6087.0,27027.0,42690.0,58773.0,BX0501,Bronx,688.0,114.38372093023256,36.979651162790695,48.46511627906977,62.049418604651166,91.5841584158416,91.0891089108911,91.5841584158416,91.0891089108911,589.1738310090238,9.8,95.68527918781726,32.67543859649123,16614.0,77.99113737075332,79.76366322008862,86.5480059084195,1925.0,48475.0,17.850477002349553,34.07937071923219,56.382618660742,40.20100502512563,0.8450025656272843,73.43104166623331,92.0,University Heights-Morris Heights,1.0,University Heights-Morris Heights,1.0,91.58415841584159,92.0,95.68527918781726,32.67543859649123,78.53371965430217,High Risk,20
Flatbush (West)-Ditmas Park-Parkville,40266.0,2842.0,1893.0,9579.0,1652.0,13571.0,81440.0,9625.0,17150.0,12012.0,1479.0,15382.0,23915.0,9239.0,986.0,2546.0,2111.0,12521.0,18164.0,23915.0,BK1402,Brooklyn,618.0,65.15533980582525,21.959546925566343,24.889967637540455,29.3915857605178,85.64356435643565,80.19801980198021,84.15841584158416,81.1881188118812,190.3482479784367,32.8,55.0761421319797,96.71052631578948,12190.0,82.37232289950576,90.11532125205932,90.04283360790774,1931.0,75883.0,40.37452658997243,30.021067073878548,18.767145550039356,72.8643216080402,0.9665983064861458,30.40723903951829,81.0,Flatbush,1.0,Flatbush,1.0,84.15841584158416,81.0,55.0761421319797,96.71052631578947,78.30576428704363,High Risk,21
Washington Heights (South),116784.0,6656.0,5679.0,22788.0,6105.0,34450.0,247160.0,22737.0,55308.0,37534.0,1205.0,51350.0,86891.0,29788.0,3812.0,7770.0,9461.0,42600.0,63643.0,86891.0,MN1201,Manhattan,892.0,130.92376681614348,38.62107623318386,57.56726457399103,71.34865470852019,94.05940594059405,93.06930693069307,93.06930693069307,92.57425742574256,261.3700296735905,8.7,67.51269035532995,28.728070175438596,27645.0,96.11872146118722,97.3744292237443,108.61301369863014,1911.0,112969.0,51.369159385915786,13.978187639011406,26.08064400025865,97.48743718592964,1.089156951198049,65.50814795795796,90.5,Washington Heights South,1.0,Washington Heights South,1.0,93.06930693069307,90.5,67.51269035532995,28.728070175438596,78.10628439518267,High Risk,22
Harlem (North),110675.0,3199.0,4852.0,25760.0,8351.0,38323.0,227150.0,24170.0,48007.0,34234.0,4264.0,63069.0,103995.0,34087.0,4969.0,10476.0,9318.0,51503.0,76266.0,103995.0,MN1002,Manhattan,1725.0,64.15942028985508,22.216231884057972,36.56173913043478,44.21217391304348,84.15841584158416,88.11881188118812,84.65346534653465,88.61386138613861,565.6899512195122,8.0,93.65482233502536,23.464912280701753,32311.0,90.71980963712076,92.50446162998216,107.38607971445568,1910.0,112969.0,51.369159385915786,13.978187639011406,26.08064400025865,81.90954773869346,1.089156951198049,40.59302368167512,83.5,East Harlem South,0.7058823529411765,East Harlem South,0.7058823529411765,84.65346534653465,83.5,93.65482233502537,23.464912280701753,76.71269568694008,High Risk,23
Prospect Lefferts Gardens-Wingate,69538.0,2589.0,3205.0,16937.0,3687.0,23448.0,140085.0,15876.0,30833.0,19857.0,2972.0,28180.0,46014.0,16051.0,1972.0,4409.0,4364.0,23311.0,34056.0,46014.0,BK0902,Brooklyn,1131.0,61.48364279398762,20.73209549071618,24.916003536693193,30.111405835543767,83.16831683168317,80.6930693069307,82.17821782178217,82.17821782178217,266.0116357504216,19.2,68.52791878172589,86.40350877192982,16395.0,77.7479892761394,80.5183199285076,83.59874888293119,1931.0,75883.0,40.37452658997243,30.021067073878548,18.767145550039356,41.70854271356784,0.9665983064861458,31.151933159294597,82.0,Prospect Lefferts Gardens-Wingate,1.0,Prospect Lefferts Gardens-Wingate,1.0,82.17821782178217,82.0,68.52791878172589,86.40350877192982,75.99042969002609,High Risk,24
Inwood,52508.0,2822.0,2659.0,9691.0,2720.0,15030.0,111631.0,9810.0,25493.0,16815.0,390.0,30899.0,48613.0,19809.0,2053.0,3788.0,4723.0,26748.0,37312.0,48613.0,MN1203,Manhattan,331.0,158.63444108761328,45.40785498489426,93.35045317220543,112.72507552870093,98.51485148514853,98.51485148514853,97.52475247524752,98.51485148514853,181.6237597911227,7.5,53.55329949238579,19.29824561403509,14438.0,91.43730886850152,94.18960244648318,94.4525993883792,1925.0,112969.0,51.369159385915786,13.978187639011406,26.08064400025865,87.43718592964824,1.089156951198049,103.49754955399752,97.5,Washington Heights North,1.0,Washington Heights North,1.0,97.52475247524752,97.5,53.55329949238579,19.298245614035086,75.9815410761215,High Risk,25
Morrisania,56001.0,1713.0,2937.0,13588.0,3507.0,19685.0,115808.0,11740.0,24479.0,17664.0,2118.0,23667.0,43748.0,11997.0,2154.0,5207.0,4199.0,18960.0,30520.0,43748.0,BX0301,Bronx,754.0,74.27188328912467,26.107427055702917,31.388594164456233,40.47745358090186,86.63366336633663,86.13861386138613,87.12871287128714,87.62376237623762,588.2931274900399,12.1,94.9238578680203,46.49122807017544,12425.0,61.891891891891895,62.16216216216216,78.26756756756757,1920.0,48475.0,17.850477002349553,34.07937071923219,56.382618660742,11.55778894472362,0.8450025656272843,47.90216648733319,89.0,Morrisania-Melrose,1.0,Morrisania-Melrose,1.0,87.12871287128714,89.0,94.9238578680203,46.49122807017544,75.50284853998888,High Risk,26
Harlem (South),62236.0,1588.0,2283.0,16640.0,5012.0,23505.0,125063.0,14086.0,26137.0,18345.0,3668.0,36266.0,57548.0,21599.0,2087.0,5190.0,4144.0,30090.0,41511.0,57548.0,MN1001,Manhattan,1412.0,44.07648725212464,16.64660056657224,25.68413597733711,29.39872521246459,78.21782178217822,81.68316831683168,78.71287128712872,81.68316831683168,403.2790064102565,14.0,81.47208121827411,58.114035087719294,19777.0,89.65768390386016,89.80335032774946,112.54187909686816,1901.0,112969.0,51.369159385915786,13.978187639011406,26.08064400025865,70.35175879396985,1.089156951198049,26.99218434967213,79.0,Central Harlem South,1.0,Central Harlem South,1.0,78.71287128712872,79.0,81.47208121827411,58.114035087719294,75.41055877234832,High Risk,27
Allerton,45313.0,2093.0,2795.0,10858.0,2224.0,15643.0,92927.0,9876.0,19784.0,13915.0,1738.0,20161.0,33135.0,12511.0,1663.0,2860.0,3390.0,17422.0,25335.0,33135.0,BX1104,Bronx,639.0,70.91236306729265,24.480438184663537,31.550860719874805,39.647887323943664,86.13861386138613,86.63366336633663,86.63366336633663,86.63366336633663,255.16484375,14.1,65.22842639593908,58.99122807017544,11298.0,65.65977742448331,84.26073131955485,79.36883942766296,1931.0,48475.0,17.850477002349553,34.07937071923219,56.382618660742,50.753768844221106,0.8450025656272843,46.92043425277794,88.0,Allerton-Pelham Gardens,1.0,Allerton-Pelham Gardens,1.0,86.63366336633663,88.0,65.22842639593908,58.99122807017544,74.95984538403722,Elevated Risk,28
Castle Hill-Unionport,27066.0,1391.0,1434.0,8159.0,1233.0,10924.0,53673.0,6166.0,10743.0,7932.0,2225.0,11515.0,18537.0,6732.0,931.0,1801.0,1725.0,9578.0,14035.0,18537.0,BX0903,Bronx,740.0,36.57567567567568,14.762162162162165,15.56081081081081,18.966216216216218,74.25742574257426,71.78217821782178,74.25742574257426,71.78217821782178,393.40050505050505,23.7,79.94923857868021,92.32456140350878,6809.0,68.9280868385346,81.81818181818183,81.09226594301221,1930.0,48475.0,17.850477002349553,34.07937071923219,56.382618660742,44.472361809045225,0.8450025656272843,22.44515814237407,73.0,Westchester-Unionport,0.6190476190476191,Westchester-Unionport,0.6190476190476191,74.25742574257426,73.0,79.94923857868021,92.32456140350878,74.81299582993917,Elevated Risk,29
East Flatbush-Farragut,28442.0,907.0,1347.0,7675.0,1413.0,10302.0,58069.0,5688.0,12381.0,8623.0,1750.0,11779.0,21198.0,5129.0,1089.0,2761.0,2385.0,8930.0,15165.0,21198.0,BK1702,Brooklyn,624.0,45.58012820512821,16.509615384615383,18.87660256410257,24.302884615384617,80.19801980198021,75.24752475247524,78.21782178217822,76.73267326732673,347.4749034749035,18.3,76.6497461928934,82.89473684210526,6383.0,76.82333873581848,80.55105348460292,79.6288492706645,1930.0,75883.0,40.37452658997243,30.021067073878548,18.767145550039356,42.211055276381906,0.9665983064861458,25.142693145958816,77.0,East Flatbush-Farragut,1.0,East Flatbush-Farragut,1.0,78.21782178217822,77.0,76.6497461928934,82.89473684210526,74.70061182718612,Elevated Risk,30
East Flatbush-Remsen Village,63502.0,2464.0,2543.0,21217.0,3010.0,26527.0,123354.0,15684.0,24620.0,17616.0,5582.0,21009.0,37874.0,11286.0,1950.0,4496.0,3728.0,17288.0,27462.0,37874.0,BK1704,Brooklyn,1636.0,38.81540342298288,16.214547677261614,12.841687041564793,16.786063569682153,75.74257425742574,65.84158415841584,77.22772277227723,69.80198019801979,416.14825174825177,12.5,84.51776649746193,49.56140350877193,10934.0,92.33128834355828,99.38650306748468,93.86012269938652,1930.0,75883.0,40.37452658997243,30.021067073878548,18.767145550039356,99.49748743718592,0.9665983064861458,17.366121435391474,68.5,Rugby-Remsen Village,1.0,Rugby-Remsen Village,1.0,77.22772277227723,68.5,84.51776649746193,49.56140350877193,74.58082940120994,Elevated Risk,31
Mott Haven-Port Morris,54909.0,1446.0,3157.0,12883.0,3935.0,19551.0,113594.0,11971.0,22995.0,17845.0,2098.0,23617.0,40349.0,12446.0,1931.0,4556.0,3607.0,19109.0,29203.0,40349.0,BX0101,Bronx,850.0,64.59882352941176,23.00117647058823,27.78470588235294,34.3564705882353,85.14851485148515,83.16831683168317,85.14851485148515,83.16831683168317,790.7184530386739,10.7,100.0,37.719298245614034,17870.0,70.25703794369646,73.3170134638923,84.74908200734394,1920.0,48475.0,17.850477002349553,34.07937071923219,56.382618660742,23.11557788944724,0.8450025656272843,40.65842162589283,84.0,Mott Haven-Port Morris,1.0,Mott Haven-Port Morris,1.0,85.14851485148515,84.0,100.0,37.719298245614034,74.51400698123237,Elevated Risk,32
Crown Heights (North),123534.0,3964.0,5088.0,34673.0,7993.0,46921.0,241381.0,30626.0,50625.0,33611.0,8672.0,43724.0,74884.0,22533.0,3532.0,7680.0,6671.0,34962.0,52845.0,74884.0,BK0802,Brooklyn,3198.0,38.628517823639775,14.67198248905566,13.672295184490306,16.524390243902438,75.24752475247524,67.82178217821783,73.76237623762376,68.8118811881188,400.3934258582907,18.1,80.71065989847716,82.23684210526315,29307.0,88.83632923368022,89.02554399243141,103.25323241879532,1910.0,75883.0,40.37452658997243,30.021067073878548,18.767145550039356,67.33668341708542,0.9665983064861458,17.0954057471642,67.5,Crown Heights North,1.0,Crown Heights North,1.0,73.76237623762376,67.5,80.71065989847716,82.23684210526315,74.21503950848056,Elevated Risk,33
Washington Heights (North),85020.0,4929.0,3872.0,15999.0,4194.0,24132.0,180023.0,16550.0,40461.0,27271.0,738.0,47635.0,76450.0,29126.0,3428.0,6379.0,7856.0,40416.0,58079.0,76450.0,MN1202,Manhattan,663.0,128.23529411764707,36.39819004524887,71.8476621417798,87.6003016591252,93.56435643564356,96.53465346534654,91.0891089108911,97.02970297029702,181.6237597911227,7.5,53.55329949238579,19.29824561403509,28918.0,92.46153846153848,97.07692307692308,100.40923076923076,1920.0,112969.0,51.369159385915786,13.978187639011406,26.08064400025865,96.98492462311556,1.089156951198049,80.42945652852582,93.0,Washington Heights North,1.0,Washington Heights North,1.0,91.0891089108911,93.0,53.55329949238579,19.298245614035086,73.88062187616131,Elevated Risk,34
Melrose,45871.0,1588.0,2510.0,11998.0,2722.0,17037.0,92595.0,10676.0,19340.0,13692.0,2163.0,20102.0,35446.0,10551.0,1861.0,3881.0,3426.0,16232.0,25400.0,35446.0,BX0102,Bronx,712.0,64.4255617977528,23.928370786516854,28.23314606741573,35.674157303370784,84.65346534653465,83.66336633663366,85.64356435643565,84.65346534653465,687.513112033195,11.1,98.98477157360406,39.69298245614035,12185.0,58.4045584045584,58.831908831908834,74.32905982905983,1930.0,48475.0,17.850477002349553,34.07937071923219,56.382618660742,9.045226130653267,0.8450025656272843,42.21780945349937,85.5,Melrose South-Mott Haven North,1.0,Melrose South-Mott Haven North,1.0,85.64356435643565,85.5,98.98477157360406,39.69298245614035,73.7234936031379,Elevated Risk,35
